,raceId,year,round,circuitId,name_x,date,time,quali_date,sprint_date,unix_timestamp,resultId,driverId,constructorId,number,grid,position,positionText,positionOrder,statusId,driverRef,code,name_y
448,1085,2022,12,34,French Grand Prix,2022-07-24,13:00:00,2022-07-23,\N,1658620800.0,25643,825,210,20,20,\N,R,18,130,kevin_magnussen,MAG,Haas F1 Team
449,1086,2022,13,11,Hungarian Grand Prix,2022-07-31,13:00:00,2022-07-30,\N,1659225600.0,25661,825,210,20,13,16,16,16,11,kevin_magnussen,MAG,Haas F1 Team
450,1062,2021,11,11,Hungarian Grand Prix,2021-08-01,13:00:00,2021-07-31,\N,1627776000.0,25184,840,117,18,12,\N,R,19,4,stroll,STR,Aston Martin
451,1063,2021,12,13,Belgian Grand Prix,2021-08-29,13:00:00,2021-08-28,\N,1630195200.0,25205,840,117,18,19,20,20,20,1,stroll,STR,Aston Martin
452,1064,2021,13,39,Dutch Grand Prix,2021-09-05,13:00:00,2021-09-04,\N,1630800000.0,25217,840,117,18,12,12,12,12,12,stroll,STR,Aston Martin
453,1065,2021,14,14,Italian Grand Prix,2021-09-12,13:00:00,2021-09-10,2021-09-11,1631404800.0,25232,840,117,18,9,7,7,7,1,stroll,STR,Aston Martin
454,1066,2021,15,71,Russian Grand Prix,2021-09-26,12:00:00,2021-09-25,\N,1632614400.0,25256,840,117,18,7,11,11,11,1,stroll,STR,Aston Martin
455,1067,2021,16,5,Turkish Grand Prix,2021-10-10,12:00:00,2021-10-09,\N,1633824000.0,25274,840,117,18,8,9,9,9,1,stroll,STR,Aston Martin
456,1069,2021,17,69,United States Grand Prix,2021-10-24,19:00:00,2021-10-23,\N,1635033600.0,25297,840,117,18,13,12,12,12,11,stroll,STR,Aston Martin
457,1070,2021,18,32,Mexico City Grand Prix,2021-11-07,19:00:00,2021-11-06,\N,1636243200.0,25319,840,117,18,20,14,14,14,12,stroll,STR,Aston Martin
458,1071,2021,19,18,São Paulo Grand Prix,2021-11-14,17:00:00,2021-11-12,2021-11-13,1636848000.0,25345,840,117,18,14,\N,R,20,130,stroll,STR,Aston Martin
459,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-20,\N,1637452800.0,25351,840,117,18,12,6,6,6,1,stroll,STR,Aston Martin
460,1072,2021,21,77,Saudi Arabian Grand Prix,2021-12-05,17:30:00,2021-12-04,\N,1638662400.0,25376,840,117,18,18,11,11,11,1,stroll,STR,Aston Martin
461,1073,2021,22,24,Abu Dhabi Grand Prix,2021-12-12,13:00:00,2021-12-11,\N,1639267200.0,25398,840,117,18,13,13,13,13,11,stroll,STR,Aston Martin
462,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-19,\N,1647734400.0,25417,840,117,18,19,12,12,12,1,stroll,STR,Aston Martin
463,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,2022-03-26,\N,1648339200.0,25438,840,117,18,13,13,13,13,11,stroll,STR,Aston Martin
464,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,2022-04-09,\N,1649548800.0,25457,840,117,18,19,12,12,12,1,stroll,STR,Aston Martin
465,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,2022-04-23,1650758400.0,25475,840,117,18,15,10,10,10,11,stroll,STR,Aston Martin
466,1078,2022,5,79,Miami Grand Prix,2022-05-08,19:30:00,2022-05-07,\N,1651968000.0,25495,840,117,18,0,10,10,10,1,stroll,STR,Aston Martin
467,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-21,\N,1653177600.0,25520,840,117,18,17,15,15,15,11,stroll,STR,Aston Martin
468,1080,2022,7,6,Monaco Grand Prix,2022-05-29,13:00:00,2022-05-28,\N,1653782400.0,25539,840,117,18,18,14,14,14,1,stroll,STR,Aston Martin
469,1081,2022,8,73,Azerbaijan Grand Prix,2022-06-12,11:00:00,2022-06-11,\N,1654992000.0,25561,840,117,18,19,16,16,16,76,stroll,STR,Aston Martin
470,1082,2022,9,7,Canadian Grand Prix,2022-06-19,18:00:00,2022-06-18,\N,1655596800.0,25575,840,117,18,17,10,10,10,1,stroll,STR,Aston Martin
471,1083,2022,10,9,British Grand Prix,2022-07-03,14:00:00,2022-07-02,\N,1656806400.0,25596,840,117,18,20,11,11,11,1,stroll,STR,Aston Martin
472,1084,2022,11,70,Austrian Grand Prix,2022-07-10,13:00:00,2022-07-08,2022-07-09,1657411200.0,25618,840,117,18,12,13,13,13,11,stroll,STR,Aston Martin
473,1085,2022,12,34,French Grand Prix,2022-07-24,13:00:00,2022-07-23,\N,1658620800.0,25635,840,117,18,15,10,10,10,1,stroll,STR,Aston Martin
474,1086,2022,13,11,Hungarian Grand Prix,2022-07-31,13:00:00,2022-07-30,\N,1659225600.0,25656,840,117,18,14,11,11,11,11,stroll,STR,Aston Martin
475,1062,2021,11,11,Hungarian Grand Prix,2021-08-01,13:00:00,2021-07-31,\N,1627776000.0,25185,20,117,5,10,\N,D,20,2,vettel,VET,Aston Martin
476,1063,2021,12,13,Belgian Grand Prix,2021-08-29,13:00:00,2021-08-28,\N,1630195200.0,25190,20,117,5,5,5,5,5,1,vettel,VET,Aston Martin
477,1064,2021,13,39,Dutch Grand Prix,2021-09-05,13:00:00,2021-09-04,\N,1630800000.0,25218,20,117,5,15,13,13,13,12,vettel,VET,Aston Martin
478,1065,2021,14,14,Italian Grand Prix,2021-09-12,13:00:00,2021-09-10,2021-09-11,1631404800.0,25237,20,117,5,11,12,12,12,1,vettel,VET,Aston Martin
479,1066,2021,15,71,Russian Grand Prix,2021-09-26,12:00:00,2021-09-25,\N,1632614400.0,25257,20,117,5,10,12,12,12,11,vettel,VET,Aston Martin
480,1067,2021,16,5,Turkish Grand Prix,2021-10-10,12:00:00,2021-10-09,\N,1633824000.0,25283,20,117,5,10,18,18,18,11,vettel,VET,Aston Martin
481,1069,2021,17,69,United States Grand Prix,2021-10-24,19:00:00,2021-10-23,\N,1635033600.0,25295,20,117,5,18,10,10,10,11,vettel,VET,Aston Martin
482,1070,2021,18,32,Mexico City Grand Prix,2021-11-07,19:00:00,2021-11-06,\N,1636243200.0,25312,20,117,5,9,7,7,7,11,vettel,VET,Aston Martin
483,1071,2021,19,18,São Paulo Grand Prix,2021-11-14,17:00:00,2021-11-12,2021-11-13,1636848000.0,25336,20,117,5,9,11,11,11,11,vettel,VET,Aston Martin
484,1051,2021,20,78,Qatar Grand Prix,2021-11-21,14:00:00,2021-11-20,\N,1637452800.0,25355,20,117,5,10,10,10,10,11,vettel,VET,Aston Martin
485,1072,2021,21,77,Saudi Arabian Grand Prix,2021-12-05,17:30:00,2021-12-04,\N,1638662400.0,25381,20,117,5,17,\N,R,16,130,vettel,VET,Aston Martin
486,1073,2021,22,24,Abu Dhabi Grand Prix,2021-12-12,13:00:00,2021-12-11,\N,1639267200.0,25396,20,117,5,15,11,11,11,1,vettel,VET,Aston Martin
487,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,2022-04-09,\N,1649548800.0,25464,20,117,5,17,\N,R,19,3,vettel,VET,Aston Martin
488,1077,2022,4,21,Emilia Romagna Grand Prix,2022-04-24,13:00:00,2022-04-22,2022-04-23,1650758400.0,25473,20,117,5,13,8,8,8,1,vettel,VET,Aston Martin
489,1078,2022,5,79,Miami Grand Prix,2022-05-08,19:30:00,2022-05-07,\N,1651968000.0,25502,20,117,5,0,17,17,17,4,vettel,VET,Aston Martin
490,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-21,\N,1653177600.0,25516,20,117,5,16,11,11,11,11,vettel,VET,Aston Martin
491,1080,2022,7,6,Monaco Grand Prix,2022-05-29,13:00:00,2022-05-28,\N,1653782400.0,25535,20,117,5,9,10,10,10,1,vettel,VET,Aston Martin
492,1081,2022,8,73,Azerbaijan Grand Prix,2022-06-12,11:00:00,2022-06-11,\N,1654992000.0,25551,20,117,5,9,6,6,6,1,vettel,VET,Aston Martin
493,1082,2022,9,7,Canadian Grand Prix,2022-06-19,18:00:00,2022-06-18,\N,1655596800.0,25577,20,117,5,16,12,12,12,1,vettel,VET,Aston Martin
494,1083,2022,10,9,British Grand Prix,2022-07-03,14:00:00,2022-07-02,\N,1656806400.0,25594,20,117,5,18,9,9,9,1,vettel,VET,Aston Martin
495,1084,2022,11,70,Austrian Grand Prix,2022-07-10,13:00:00,2022-07-08,2022-07-09,1657411200.0,25622,20,117,5,18,17,17,17,11,vettel,VET,Aston Martin
496,1085,2022,12,34,French Grand Prix,2022-07-24,13:00:00,2022-07-23,\N,1658620800.0,25636,20,117,5,12,11,11,11,1,vettel,VET,Aston Martin
497,1086,2022,13,11,Hungarian Grand Prix,2022-07-31,13:00:00,2022-07-30,\N,1659225600.0,25655,20,117,5,18,10,10,10,11,vettel,VET,Aston Martin
498,1074,2022,1,3,Bahrain Grand Prix,2022-03-20,15:00:00,2022-03-19,\N,1647734400.0,25422,807,117,27,17,17,17,17,1,hulkenberg,HUL,Aston Martin
499,1075,2022,2,77,Saudi Arabian Grand Prix,2022-03-27,17:00:00,2022-03-26,\N,1648339200.0,25437,807,117,27,17,12,12,12,1,hulkenberg,HUL,Aston Martin
